,date,maxtp(Maximum Air Temperature - degrees C),mintp(Minimum Air Temperature - degrees C),gmin(Grass Minimum Temperature - degrees C),rain(Precipitation Amount - mm),cbl (Mean CBL Pressure-hpa),wdsp(Mean Wind Speed - knot),pe(Potential Evapotranspiration - mm),evap(Evaporation -mm)
5277,1956-06-13,13.4,4.5,3,6.1,1012.0,10.7,2.7,4.4
5278,1956-06-14,14.0,2.9,2.2,2.3,1014.8,6.9,2.9,4.3
5279,1956-06-15,13.3,3.6,2.2,3.3,1011.6,9.0,2.2,3.5
5280,1956-06-16,10.3,7.4,6.9,16.3,1001.5,15.9,1.0,2
5281,1956-06-17,15.7,7.7,6.7,0.0,1007.0,8.6,3.4,5
5282,1956-06-18,16.6,11.2,6.8,0.2,1008.5,11.8,2.1,3
5283,1956-06-19,16.2,10.1,12.4,0.0,1010.5,13.5,2.7,4.2
5284,1956-06-20,15.7,9.7,8.9,0.3,1015.4,10.5,1.7,2.5
5285,1956-06-21,22.2,12.7,12.2,0.0,1019.7,10.4,3.5,5
5286,1956-06-22,22.1,14.3,14.2,0.0,1023.7,5.8,3.7,5
5287,1956-06-23,22.3,11.7,8.9,0.0,1023.2,4.6,4.4,6
5288,1956-06-24,19.6,11.2,10,0.0,1019.2,6.4,2.6,3.6
5289,1956-06-25,21.7,7.6,6.6,0.0,1015.2,7.7,4.3,6
5290,1956-06-26,17.2,8.3,7.1,0.0,1014.0,11.2,2.7,3.9
5291,1956-06-27,17.3,8.3,6.8,0.4,1013.7,7.3,2.9,4.3
5292,1956-06-28,17.7,11.4,11.2,2.3,1007.8,12.2,2.4,3.6
5293,1956-06-29,18.7,9.7,9.6,3.0,1001.7,7.0,2.4,3.2
5294,1956-06-30,17.0,12.4,10.8,5.2,992.3,13.3,2.4,3.4
5295,1956-07-01,17.3,11.2,10.2,11.3,982.5,11.0,2.4,3.6
5296,1956-07-02,17.7,11.2,9.9,6.4,991.3,11.5,2.7,4
5297,1956-07-03,17.2,10.1,8.4,3.9,1000.5,5.8,1.8,2.5
5298,1956-07-04,16.6,12.3,10.7,6.1,995.2,11.8,1.9,2.9
5299,1956-07-05,18.2,11.1,11.2,1.5,995.8,15.0,3.0,4.8
5300,1956-07-06,19.3,9.6,7.9,10.0,1006.7,8.2,3.1,4.5
5301,1956-07-07,18.1,11.7,11.7,2.5,1005.6,5.0,1.8,2.5
5302,1956-07-08,20.6,12.5,12.8,0.0,1004.4,13.6,2.7,3.8
5303,1956-07-09,18.7,9.1,6.8,0.0,1008.8,9.5,3.8,5.5
5304,1956-07-10,17.4,8.4,6.9,0.4,1013.5,5.8,3.3,4.7
5305,1956-07-11,17.2,8.3,6.3,0.0,1014.1,7.5,3.5,5.2
5306,1956-07-12,17.9,10.7,8.6,0.0,1009.6,9.0,2.9,4
5307,1956-07-13,14.6,11.1,10.4,0.0,1003.8,7.7,2.0,2.7
5308,1956-07-14,14.4,10.5,9.3,2.7,1000.1,9.1,1.4,2.1
5309,1956-07-15,15.9,12.2,11.9,7.4,998.6,8.2,1.4,2.1
5310,1956-07-16,15.7,12.7,12.8,18.1,999.8,4.4,1.5,2
5311,1956-07-17,16.3,12.6,12.5,0.9,1002.8,7.6,1.6,2.3
5312,1956-07-18,18.3,12.6,11.2,13.4,1005.2,6.3,2.7,3.8
5313,1956-07-19,18.8,13.0,11.9,0.0,1005.8,9.5,2.6,3.7
5314,1956-07-20,15.9,10.3,9.1,0.0,1007.8,7.0,2.4,3.4
5315,1956-07-21,17.2,10.1,8.5,0.0,1009.8,5.4,3.1,4.4
5316,1956-07-22,20.1,12.7,10.6,0.0,1011.7,8.0,3.0,4.2
5317,1956-07-23,21.3,10.4,9,0.0,1011.2,14.0,2.3,3.4
5318,1956-07-24,23.3,16.2,15.9,0.0,1014.1,15.7,3.9,5.7
5319,1956-07-25,21.3,15.0,14.3,0.0,1016.5,15.8,3.8,5.8
5320,1956-07-26,21.2,13.7,13.6,0.0,1012.3,11.6,3.2,4.7
5321,1956-07-27,19.2,12.1,10.6,0.4,1001.8,4.8,2.0,2.6
5322,1956-07-28,17.7,12.9,12.9,2.4,989.6,5.9,1.9,2.6
5323,1956-07-29,15.4,9.3,9.5,10.8,987.6,19.0,2.4,4
5324,1956-07-30,15.7,8.4,7.5,0.3,1001.2,16.2,3.3,5.3
5325,1956-07-31,16.9,7.9,6.7,0.0,1009.3,9.3,2.2,3.2
5326,1956-08-01,18.3,12.8,12.3,24.9,997.6,14.8,1.5,2.5
5327,1956-08-02,16.8,11.1,9.7,6.1,996.5,16.7,2.7,4.5
5328,1956-08-03,15.9,8.9,10.9,0.0,1001.7,12.2,2.5,3.6
5329,1956-08-04,15.9,6.5,5.3,9.1,1002.0,6.3,2.2,3.2
5330,1956-08-05,15.6,9.4,8.3,0.9,1003.4,7.0,3.6,4.8
5331,1956-08-06,16.9,8.5,7.2,0.0,1010.4,7.1,2.7,3.8
5332,1956-08-07,17.3,6.2,4.7,0.0,1014.3,7.6,2.4,3.5
5333,1956-08-08,18.9,10.6,12,0.0,1014.7,8.4,2.6,3.7
5334,1956-08-09,16.4,10.0,6.8,0.0,1012.9,7.0,2.0,2.8
5335,1956-08-10,20.1,10.4,6.6,3.0,1001.6,2.9,2.4,3.1
5336,1956-08-11,17.3,10.6,11,16.4,994.8,13.1,2.7,4.3
5337,1956-08-12,14.7,10.1,8.6,12.3,992.6,10.3,1.7,2.5
5338,1956-08-13,16.7,9.7,10.5,0.6,988.6,21.4,2.6,5
5339,1956-08-14,17.0,9.4,8.1,0.0,1001.8,14.0,3.1,4.9
5340,1956-08-15,16.0,11.2,10.6,8.1,1002.5,12.7,1.3,2
5341,1956-08-16,20.6,13.3,12.5,6.8,995.0,8.0,2.0,2.8
5342,1956-08-17,19.9,13.1,11.8,10.6,988.5,6.8,1.9,2.6
5343,1956-08-18,14.6,11.3,12.6,24.2,985.2,5.9,1.2,1.6
5344,1956-08-19,16.2,10.1,10.1,6.1,993.6,4.9,1.7,2.3
5345,1956-08-20,16.6,7.4,6.2,0.1,1000.9,7.1,2.7,3.9
5346,1956-08-21,15.8,6.7,4.4,0.0,1004.5,5.8,2.5,3.6
5347,1956-08-22,16.2,8.4,3.6,0.3,1002.7,4.9,2.5,3.5
5348,1956-08-23,17.3,9.1,6.3,6.2,993.5,8.4,2.2,3
5349,1956-08-24,15.6,8.2,7.3,3.6,982.8,11.0,2.4,3.6
5350,1956-08-25,14.5,7.4,6,2.7,980.3,10.2,1.7,2.5
5351,1956-08-26,17.1,7.3,6.1,0.0,987.2,7.1,2.0,2.7
5352,1956-08-27,14.6,8.1,6.3,3.7,992.7,5.5,1.3,1.8
5353,1956-08-28,17.2,6.3,4.7,3.2,998.7,8.2,2.4,3.5
5354,1956-08-29,16.6,7.0,5.7,0.0,1005.2,6.1,2.2,3.1
5355,1956-08-30,14.2,8.7,5.6,4.1,1011.5,8.5,1.7,2.6
5356,1956-08-31,13.2,6.7,6.7,2.0,1017.2,8.0,2.2,3.2
5357,1956-09-01,14.3,5.2,3.4,0.0,1017.5,9.7,2.1,3.3
5358,1956-09-02,12.2,10.1,7.8,14.0,1011.8,15.8,1.4,2.1
5359,1956-09-03,15.7,10.5,10.7,1.3,1003.9,7.0,1.5,2.2
5360,1956-09-04,14.8,9.7,5.7,6.9,997.8,6.2,1.1,1.6
5361,1956-09-05,14.9,11.3,10.7,6.8,991.6,5.2,1.0,1.4
5362,1956-09-06,13.5,11.7,11.4,23.3,987.0,10.7,0.9,1.4
5363,1956-09-07,17.3,10.9,11.2,0.8,996.6,9.8,1.5,2.2
5364,1956-09-08,15.4,9.4,6.2,1.3,1001.0,7.5,1.3,1.8
5365,1956-09-09,15.4,11.1,11.7,0.0,1001.2,10.5,1.2,1.8
5366,1956-09-10,16.7,10.2,7.8,0.0,1005.5,4.9,1.5,2.1
5367,1956-09-11,16.1,8.2,11.4,0.2,1008.0,10.9,1.2,1.8
5368,1956-09-12,16.2,6.8,5.3,0.0,1010.8,14.0,0.9,1.5
5369,1956-09-13,19.9,11.8,14.1,0.2,1009.3,12.2,2.0,2.9
5370,1956-09-14,14.1,10.2,9,0.0,1013.3,7.1,1.3,1.8
5371,1956-09-15,13.7,10.7,9.9,9.2,1014.2,8.6,1.0,1.5
5372,1956-09-16,13.9,11.1,11.2,0.0,1015.6,10.4,1.2,1.8
5373,1956-09-17,13.9,9.8,5.1,4.0,1014.9,4.2,0.9,1.2
5374,1956-09-18,15.3,10.7,9.8,1.9,1012.2,5.7,1.1,1.5
5375,1956-09-19,16.8,12.2,9.9,0.1,1009.0,8.2,1.1,1.6
5376,1956-09-20,18.0,11.8,9.1,0.0,1002.9,10.1,1.4,1.9
5377,1956-09-21,17.2,13.1,12.2,0.0,996.3,9.3,1.3,1.8
5378,1956-09-22,16.0,14.0,12.4,2.8,994.2,10.9,0.9,1.3
5379,1956-09-23,17.9,13.4,12.8,9.9,999.8,6.0,1.0,1.4
5380,1956-09-24,20.3,13.9,13.6,0.7,1001.2,4.9,1.6,2.2
5381,1956-09-25,18.3,13.4,11.2,0.0,998.5,5.1,1.2,1.6
5382,1956-09-26,15.4,8.8,11.4,2.3,997.2,8.2,1.1,1.6
5383,1956-09-27,19.3,10.1,6.6,3.3,989.4,13.3,1.8,2.4
5384,1956-09-28,16.6,10.4,10.8,0.6,983.6,23.1,2.0,3.2
5385,1956-09-29,16.7,10.0,7.7,0.0,996.0,14.8,2.1,3
5386,1956-09-30,16.8,9.3,9.7,0.7,1001.1,10.6,1.5,1.9
5387,1956-10-01,14.2,7.6,5.2,1.2,1003.0,4.8,1.1,1.5
5388,1956-10-02,14.2,7.4,7.1,0.0,1002.8,6.7,1.3,1.8
5389,1956-10-03,13.3,5.5,5.2,2.1,1004.4,13.7,1.5,2.1
5390,1956-10-04,9.9,3.4,3.1,0.4,1005.0,14.6,1.2,1.9
5391,1956-10-05,12.3,3.0,1.6,0.1,1011.0,15.1,1.4,2.1
5392,1956-10-06,11.6,3.1,1.2,0.0,1018.2,8.2,1.0,1.5
5393,1956-10-07,14.3,7.8,6.1,0.7,1017.7,9.1,0.8,1.1
5394,1956-10-08,15.1,10.8,10.3,1.7,1014.8,4.4,0.8,1.1
5395,1956-10-09,13.8,8.4,8.5,0.0,1016.5,3.2,0.7,0.9
5396,1956-10-10,13.5,5.8,3.6,0.1,1020.7,2.4,1.0,1.5
5397,1956-10-11,12.1,2.3,1.7,0.1,1020.6,3.3,0.6,0.9
5398,1956-10-12,13.4,6.6,4.2,0.0,1019.8,9.8,0.8,1.1
5399,1956-10-13,16.1,7.3,7.6,0.0,1019.0,6.2,0.9,1.3
5400,1956-10-14,15.1,2.7,1.3,0.2,1012.4,6.9,0.8,1.2
5401,1956-10-15,14.6,5.8,7.7,0.0,1005.4,7.6,0.8,1.1
5402,1956-10-16,13.4,7.1,0.9,0.1,997.2,5.9,0.7,0.9
5403,1956-10-17,13.9,8.4,5.9,4.5,995.0,12.6,1.1,1.6
5404,1956-10-18,13.8,5.7,-0.9,0.0,1005.4,6.3,0.9,1.2
5405,1956-10-19,15.3,7.3,3.5,14.9,1001.5,9.5,0.6,0.8
5406,1956-10-20,14.5,11.1,10.6,0.2,1001.8,14.6,1.1,1.5
5407,1956-10-21,14.6,12.1,9.5,0.0,1013.0,10.9,1.3,1.6
5408,1956-10-22,16.1,11.7,9.7,0.9,1010.9,13.8,1.3,1.6
5409,1956-10-23,14.3,9.7,9.7,3.5,1006.8,9.9,0.9,1.2
5410,1956-10-24,11.1,3.6,7.8,4.5,1002.2,15.9,0.8,1.2
5411,1956-10-25,9.5,2.9,2.1,2.1,1008.2,13.3,1.0,1.4
5412,1956-10-26,8.3,3.5,2.3,1.6,1015.8,6.2,0.4,0.6
5413,1956-10-27,11.2,7.3,6.6,0.5,1017.0,5.4,0.5,0.7
5414,1956-10-28,12.8,7.9,7.4,1.5,1011.8,12.2,0.7,1
5415,1956-10-29,8.4,2.3,2.9,0.0,1015.5,11.5,0.7,1
5416,1956-10-30,9.2,1.2,-0.2,0.2,1022.4,7.1,0.7,0.9
5417,1956-10-31,8.5,5.3,3.2,0.0,1027.3,12.0,1.2,1.5
5418,1956-11-01,8.8,4.9,2.9,0.0,1027.1,10.0,1.0,1.2
5419,1956-11-02,8.9,5.0,3.7,0.0,1022.3,9.1,0.7,0.9
5420,1956-11-03,9.0,2.8,0.9,0.0,1020.3,8.0,0.5,0.6
5421,1956-11-04,9.6,6.4,5.6,0.0,1019.6,8.3,0.6,0.8
5422,1956-11-05,10.8,5.1,4.4,0.0,1021.0,7.8,0.5,0.7
5423,1956-11-06,10.6,3.1,0.3,0.0,1020.7,3.8,0.4,0.6
5424,1956-11-07,11.7,8.8,7.2,0.0,1007.8,12.3,1.3,1.5
5425,1956-11-08,13.4,9.8,9.9,6.6,987.9,21.5,1.2,1.7
5426,1956-11-09,11.1,7.1,5.1,0.0,987.7,11.9,0.8,0.9
5427,1956-11-10,11.4,4.7,7.5,2.0,997.0,11.2,0.5,0.6
5428,1956-11-11,9.5,4.3,2.8,1.2,1004.1,7.5,0.3,0.5
5429,1956-11-12,11.1,7.9,7.2,1.2,1010.3,7.8,0.4,0.5
5430,1956-11-13,11.1,7.8,6.8,0.2,1012.2,8.6,0.4,0.5
5431,1956-11-14,11.0,2.6,2.7,0.4,1017.3,10.1,0.1,0.2
5432,1956-11-15,9.3,2.9,1,0.0,1024.9,9.3,0.6,0.8
5433,1956-11-16,7.3,5.2,5.8,0.0,1025.0,5.7,0.5,0.7
5434,1956-11-17,7.2,2.9,3.3,0.0,1018.3,5.1,0.5,0.6
5435,1956-11-18,8.4,6.4,4.8,0.0,1010.4,3.3,0.5,0.7
5436,1956-11-19,9.5,7.3,5.7,0.1,1000.1,12.8,0.8,1
5437,1956-11-20,9.3,5.7,6.2,0.1,1002.5,10.8,0.6,0.7
5438,1956-11-21,9.9,7.4,0.9,0.2,1012.7,11.8,0.6,0.7
5439,1956-11-22,8.8,2.6,5.9,11.0,1014.7,9.2,0.3,0.4
5440,1956-11-23,7.3,0.7,-0.7,0.0,1021.3,8.8,0.2,0.2
5441,1956-11-24,10.1,-1.1,-2.6,0.2,1020.8,13.4,0.4,0.6
5442,1956-11-25,11.8,9.7,7.2,0.1,1013.1,21.1,0.8,1.1
5443,1956-11-26,11.4,7.9,8.3,3.3,1004.0,21.6,1.1,1.5
5444,1956-11-27,7.9,4.6,3.4,1.2,995.8,16.6,0.6,0.7
5445,1956-11-28,4.6,0.7,0.1,3.2,996.2,16.9,0.4,0.6
5446,1956-11-29,5.1,-0.1,-1.4,0.0,1008.6,11.2,0.3,0.2
5447,1956-11-30,9.4,0.6,-2.2,0.5,1013.3,9.3,0.3,0.4
5448,1956-12-01,9.4,6.6,4.8,0.0,1015.3,10.6,0.4,0.5
5449,1956-12-02,11.7,9.4,5.2,0.0,1017.9,16.6,0.7,0.9
5450,1956-12-03,11.2,9.8,8.9,0.0,1020.4,15.0,0.5,0.6
5451,1956-12-04,12.0,9.1,8.7,0.0,1014.5,18.4,1.0,1.3
5452,1956-12-05,12.7,9.4,8.8,0.6,1008.2,19.2,0.7,1
5453,1956-12-06,12.9,7.8,6.3,0.0,1015.7,10.8,1.7,1.9
5454,1956-12-07,11.8,8.7,5.2,0.0,1018.2,8.0,0.4,0.5
5455,1956-12-08,11.6,8.1,7.2,0.7,1014.8,6.9,0.5,0.6
5456,1956-12-09,10.6,6.4,5.6,0.0,1010.0,9.0,0.3,0.4
5457,1956-12-10,11.6,4.6,3.8,4.7,1003.9,17.8,0.7,0.9
5458,1956-12-11,8.8,3.2,2.8,1.8,1000.0,9.0,0.3,0.4
5459,1956-12-12,12.8,2.4,0.2,0.8,991.7,20.8,0.6,0.8
5460,1956-12-13,6.7,2.0,1.1,4.4,993.6,19.9,0.7,0.9
5461,1956-12-14,10.0,5.6,2.4,3.9,987.8,22.0,0.8,1
5462,1956-12-15,11.3,5.2,4,2.5,975.2,19.5,1.0,1.3
5463,1956-12-16,6.0,0.9,1.9,0.4,983.0,13.3,0.9,1.1
5464,1956-12-17,7.1,2.9,-1.9,0.0,996.2,12.9,0.9,1.1
5465,1956-12-18,8.5,2.7,0.9,0.0,1007.5,10.2,0.5,0.6
5466,1956-12-19,9.5,3.2,-1.6,0.0,1013.9,8.7,0.5,0.6
5467,1956-12-20,9.7,4.3,-2.1,0.0,1017.0,6.1,0.2,0.3
5468,1956-12-21,8.9,6.3,3.7,0.0,1016.9,8.9,0.4,0.5
5469,1956-12-22,9.2,7.4,5.7,5.4,1013.7,3.9,0.2,0.3
5470,1956-12-23,8.4,3.2,2.2,4.6,1005.2,11.3,0.3,0.4
5471,1956-12-24,5.8,0.8,-1.1,4.4,1003.2,9.6,0.2,0.3
5472,1956-12-25,5.7,1.7,2.8,28.9,997.9,26.1,0.5,0.8
5473,1956-12-26,3.4,-0.1,-1.2,0.1,998.8,9.2,0.0,0
5474,1956-12-27,7.3,-0.1,-6.4,3.0,992.9,18.3,0.3,0.4
5475,1956-12-28,11.3,4.6,1.7,2.4,981.7,13.4,0.6,0.6
5476,1956-12-29,7.3,1.6,-2.3,12.5,981.6,10.9,0.2,0.3
5477,1956-12-30,8.4,6.4,-1.2,7.9,969.5,16.2,0.4,0.6
5478,1956-12-31,7.7,2.4,3.4,0.1,983.8,13.0,0.3,0.3
5479,1957-01-01,7.1,1.2,-4.5,0.5,991.9,4.8,0.2,0.2
5480,1957-01-02,8.4,5.5,-1.1,6.2,990.7,11.2,0.3,0.3
5481,1957-01-03,12.1,4.2,0.7,0.5,995.5,14.2,0.6,0.8
5482,1957-01-04,14.0,7.1,4.4,0.5,995.3,18.2,0.8,1
5483,1957-01-05,14.6,8.1,7.4,2.4,996.0,16.8,1.1,1.3
5484,1957-01-06,8.3,4.3,3.4,0.1,1011.4,12.8,0.2,0.1
5485,1957-01-07,11.6,6.2,1.2,0.0,1016.6,15.3,0.7,0.8
5486,1957-01-08,12.2,9.5,7.7,0.5,1008.9,18.9,0.8,1
5487,1957-01-09,9.5,1.2,3.9,0.1,1012.2,10.1,0.4,0.5
5488,1957-01-10,5.9,-0.4,-1.8,0.0,1024.2,9.2,0.1,0.1
5489,1957-01-11,7.3,0.4,-1.2,0.2,1024.2,12.7,0.1,0.1
5490,1957-01-12,7.4,3.4,3.3,1.1,1016.8,14.2,0.5,0.6
5491,1957-01-13,6.4,1.3,-1,0.0,1017.6,9.9,0.4,0.4
5492,1957-01-14,4.9,1.6,-0.5,0.0,1023.7,10.3,0.9,1
5493,1957-01-15,5.3,1.0,-1.3,0.0,1031.9,10.9,0.8,0.9
5494,1957-01-16,5.6,1.3,0,0.0,1036.1,8.7,0.3,0.3
5495,1957-01-17,6.7,0.6,-1.2,0.0,1030.8,8.9,0.3,0.4
5496,1957-01-18,5.8,3.5,2.8,0.0,1027.2,3.6,0.4,0.6
5497,1957-01-19,4.4,2.1,2.3,0.0,1021.2,9.2,0.5,0.7
5498,1957-01-20,10.9,3.9,-0.5,0.0,1009.3,21.8,1.0,1.4
5499,1957-01-21,11.4,7.2,6.3,11.2,998.2,6.2,0.4,0.5
5500,1957-01-22,11.2,8.7,7,0.5,990.5,16.0,0.9,1.2
5501,1957-01-23,9.4,0.7,6.2,8.0,981.5,16.3,0.6,0.9
5502,1957-01-24,4.2,-0.3,-2.2,0.0,987.1,8.2,0.4,0.5
5503,1957-01-25,10.7,-1.9,-5.2,5.3,989.0,12.2,0.3,0.4
5504,1957-01-26,11.1,2.3,5.6,4.5,993.0,18.0,0.5,0.7
5505,1957-01-27,7.7,1.1,-0.3,5.9,1006.2,15.7,0.9,1.1
5506,1957-01-28,11.8,7.7,1.5,0.4,1003.2,20.7,1.2,1.6
5507,1957-01-29,10.6,2.2,3.7,1.2,1003.7,6.8,0.3,0.4
5508,1957-01-30,9.9,5.2,-2.6,0.1,999.1,16.5,0.6,0.8
5509,1957-01-31,13.2,2.0,-0.1,3.0,985.0,18.6,0.8,1.1
5510,1957-02-01,7.9,3.1,4.4,2.8,992.7,12.9,0.9,1.1
5511,1957-02-02,8.7,2.6,0.1,0.0,1003.8,10.5,0.9,1.2
5512,1957-02-03,10.6,3.3,-3.3,1.1,997.2,16.9,0.8,1.1
5513,1957-02-04,11.6,4.8,1.8,2.2,983.7,20.6,1.0,1.4
5514,1957-02-05,8.1,3.4,0.5,0.8,990.3,11.8,0.9,1.1
5515,1957-02-06,9.0,2.8,0.6,0.4,992.3,10.8,0.6,0.8
5516,1957-02-07,11.3,7.6,2,1.0,986.0,16.5,0.7,1
5517,1957-02-08,11.1,3.4,7,1.2,982.5,14.8,0.9,1.2
5518,1957-02-09,7.8,1.8,-2.2,0.0,990.2,5.5,0.4,0.6
5519,1957-02-10,9.8,2.3,0.6,0.0,996.2,11.5,0.7,0.9
5520,1957-02-11,8.8,2.9,3.5,1.1,990.8,10.2,0.6,0.8
5521,1957-02-12,8.8,2.1,-3.4,6.7,977.7,7.6,0.6,0.8
5522,1957-02-13,6.1,2.5,3.8,3.1,968.3,12.2,0.4,0.7
5523,1957-02-14,5.8,-0.2,-3.6,7.3,975.6,11.5,0.5,0.7
5524,1957-02-15,5.6,-1.0,-0.3,0.6,981.3,11.1,0.6,0.9
5525,1957-02-16,4.5,-1.3,-2.7,3.2,984.0,12.1,0.6,0.9
5526,1957-02-17,5.9,-0.8,-2.3,0.0,987.9,9.1,0.5,0.8
5527,1957-02-18,2.8,-1.3,-2.7,13.4,993.5,7.3,0.3,0.5
5528,1957-02-19,3.9,-2.6,-4.8,0.7,997.9,6.0,0.5,0.8
5529,1957-02-20,3.8,-3.8,-8.2,0.3,1001.3,8.0,0.6,0.9
5530,1957-02-21,6.7,-1.4,-3.7,0.0,1001.3,9.2,0.8,1.2
5531,1957-02-22,6.8,3.4,1.7,0.0,1000.0,14.0,1.1,1.5
5532,1957-02-23,10.6,3.6,2,12.2,991.5,19.9,1.2,1.9
5533,1957-02-24,11.2,5.2,2.4,0.8,986.5,9.2,1.0,1.4
5534,1957-02-25,10.6,4.7,1.1,1.1,993.7,11.0,1.0,1.4
5535,1957-02-26,10.1,1.7,0.2,0.0,1006.0,6.6,0.8,1.2
5536,1957-02-27,9.5,2.8,-2.1,0.0,1014.4,10.0,0.8,1.1
5537,1957-02-28,7.9,6.8,4,0.0,1014.5,11.8,0.8,1.2
5538,1957-03-01,10.3,6.0,3.8,0.0,1008.3,12.1,0.9,1.3
5539,1957-03-02,13.2,7.3,6.2,0.0,1007.0,5.1,0.8,1.1
5540,1957-03-03,10.2,6.2,1.2,0.4,1006.2,2.8,0.7,1
5541,1957-03-04,9.8,5.7,6.1,0.4,1002.0,5.5,0.6,0.8
5542,1957-03-05,8.2,5.7,3.2,1.5,995.4,10.5,0.5,0.8
5543,1957-03-06,12.3,7.3,6.6,2.9,987.3,10.2,0.9,1.3
5544,1957-03-07,12.9,6.3,3.9,0.7,986.4,6.9,1.0,1.3
5545,1957-03-08,13.3,6.7,5.6,2.1,989.2,10.5,1.0,1.4
5546,1957-03-09,14.4,5.4,-1.6,0.4,994.7,13.1,1.3,1.9
5547,1957-03-10,10.6,7.7,4,0.2,999.3,9.7,0.6,1
5548,1957-03-11,14.6,8.8,5.4,1.4,999.3,13.5,1.3,1.9
5549,1957-03-12,17.1,8.3,7.4,0.0,1000.9,7.6,1.5,2
5550,1957-03-13,14.6,7.3,2.2,0.0,1003.1,10.7,1.6,2.2
5551,1957-03-14,11.9,7.2,5.7,1.8,1006.8,13.2,0.9,1.3
5552,1957-03-15,14.6,11.1,10.2,1.0,1004.7,14.0,1.2,1.7
5553,1957-03-16,16.0,10.3,9.1,0.6,999.2,16.9,2.0,2.8
5554,1957-03-17,13.2,7.2,9.7,0.8,991.8,19.9,1.5,2.5
5555,1957-03-18,11.7,6.9,4.7,3.4,992.5,12.0,1.3,1.9
5556,1957-03-19,13.8,10.2,5.2,5.4,982.6,14.5,1.4,2.1
5557,1957-03-20,11.4,3.8,1.8,9.1,983.2,20.1,1.5,2.7
5558,1957-03-21,10.2,2.8,0.4,0.5,994.0,10.1,1.6,2.4
5559,1957-03-22,10.6,6.5,3.8,0.9,995.7,14.6,1.2,1.8
5560,1957-03-23,10.6,6.3,4,0.2,993.7,8.4,1.0,1.4
5561,1957-03-24,11.7,1.9,0.1,0.0,999.5,9.4,1.6,2.4
5562,1957-03-25,14.1,7.4,4.4,6.8,997.0,10.3,1.2,1.7
5563,1957-03-26,11.3,3.8,6.7,1.6,995.7,7.6,1.3,2
5564,1957-03-27,12.3,5.1,-2,0.0,1000.9,2.7,1.7,2.3
5565,1957-03-28,12.1,7.2,1.9,0.3,1005.9,5.8,0.9,1.3
5566,1957-03-29,11.2,8.7,8.3,16.5,1007.8,9.2,0.8,1.2
5567,1957-03-30,10.6,8.4,7.6,2.2,1007.2,12.9,1.0,1.5
5568,1957-03-31,9.5,7.4,7.3,9.2,1004.2,10.9,1.0,1.5
5569,1957-04-01,8.7,5.6,7.2,8.6,1006.5,7.7,0.6,1.1
5570,1957-04-02,12.1,3.5,-0.5,2.3,1009.7,7.2,1.0,1.5
5571,1957-04-03,13.3,9.7,7.4,2.6,1010.3,8.4,1.0,1.5
5572,1957-04-04,14.3,8.9,9.1,0.0,1014.5,8.6,1.4,2
5573,1957-04-05,11.2,6.2,6.3,0.0,1016.7,8.3,1.4,2
5574,1957-04-06,11.6,4.3,2.3,0.0,1017.8,9.2,1.8,2.9
5575,1957-04-07,9.6,5.6,1.3,0.0,1022.8,11.5,1.5,2.2
5576,1957-04-08,10.1,5.1,4,0.0,1022.2,8.4,1.7,2.7
5577,1957-04-09,7.8,4.4,0.9,0.0,1015.5,7.6,1.1,1.6
5578,1957-04-10,10.7,3.9,4.2,0.0,1007.7,9.6,1.8,2.5
5579,1957-04-11,8.3,0.6,1.1,0.0,1009.8,10.4,2.0,3
5580,1957-04-12,10.9,0.2,-1.3,0.0,1015.0,10.8,2.1,3.1
5581,1957-04-13,10.7,2.7,2.2,1.0,1016.4,8.2,1.5,2.2
5582,1957-04-14,14.4,5.4,4.6,0.1,1014.0,8.0,2.2,3.1
5583,1957-04-15,10.9,7.9,6.8,4.7,1010.7,10.5,1.4,2
5584,1957-04-16,13.9,4.4,4.1,0.1,1013.0,8.8,2.0,3.2
5585,1957-04-17,12.6,6.8,6.7,2.7,1009.1,10.1,1.8,2.6
5586,1957-04-18,14.8,4.7,2.4,0.0,1008.2,12.5,1.8,2.8
5587,1957-04-19,12.7,2.3,0.6,0.0,1013.8,8.2,2.3,3.4
5588,1957-04-20,15.1,2.9,-0.7,0.0,1010.7,8.0,2.1,3.1
5589,1957-04-21,11.7,7.8,8.4,1.7,1010.7,9.4,1.3,1.9
5590,1957-04-22,11.6,5.1,5.7,1.3,1014.6,3.6,1.6,2.2
5591,1957-04-23,12.3,2.4,-1.6,0.0,1019.1,8.6,2.1,3.1
5592,1957-04-24,12.7,5.9,3.9,0.0,1024.7,6.2,2.5,3.8
5593,1957-04-25,12.2,4.7,-0.6,0.0,1027.1,7.6,2.4,3.7
5594,1957-04-26,10.6,5.8,0.3,0.0,1022.1,11.9,2.3,3.7
5595,1957-04-27,12.8,5.0,2.9,0.0,1015.6,9.0,2.9,4.4
5596,1957-04-28,11.5,3.5,1.4,1.3,1010.3,5.5,1.3,1.8
5597,1957-04-29,11.1,2.8,1.3,0.0,1011.0,10.6,1.7,2.8
5598,1957-04-30,12.1,3.2,0.9,0.0,1016.5,7.7,2.5,3.9
5599,1957-05-01,14.3,4.3,2.3,0.0,1017.7,9.2,1.6,2.4
5600,1957-05-02,15.7,5.2,2.4,0.0,1016.2,6.0,2.4,3.4
5601,1957-05-03,14.1,8.5,2.8,0.0,1015.3,10.9,2.2,3.1
